"p","accuracy_mean","accuracy_std"
0.1,0.708018867924528,0.0327385431228504
0.2,0.673270440251572,0.0585636750291508
0.3,0.653721174004193,0.0438571921303355
0.4,0.625943396226415,0.0326912538388825
0.5,0.637562893081761,0.0602256009711923
0.6,0.615481628599801,0.0474977672712593
0.7,0.612058473567908,0.02471101128383
0.8,0.6085866389342842,0.036220280824939
0.9,0.603527290319743,0.0386720556341651
