"p","accuracy_mean","accuracy_std"
0.1,0.896169772256729,0.0746689107965787
0.2,0.840942028985507,0.0420283710849075
0.3,0.807930506796291,0.0445510408468792
0.4,0.755840512923262,0.0426664848553118
0.5,0.765063438976482,0.058533955221613
0.6,0.73940795559667,0.0441090320028336
0.7,0.668368153585545,0.0736625241846972
0.8,0.614796633941094,0.0592189124302128
0.9,0.574084590357882,0.0658060007891562
